0.043589,0.058583,0.068802,0.073120,0.070132,0.057536,0.040444,0.016747,0.017734,0.039777,0.057620,0.063022,0.053491,0.037598,0.020412,0.016601,0.038218,0.056153,0.068163,0.070627,0.056941,0.030050,0.011739,0.012540,0.022918,0.034589,0.042952,0.041473,0.037620,0.037620,0.043514,0.044781,0.040203,0.033494,0.023477,0.013535,0.017318,0.030664,0.045052,0.053126,0.056541,0.060382,0.063662,0.064685,0.061958,0.059937,0.054764,0.053065,0.049526,0.043551,0.034962,0.022669,0.010499,0.017318,0.027426,0.032461,0.035877,0.039326,0.038724,0.031447,0.019807,0.018006,0.019435,0.030796,0.045160,0.056512,0.061538,0.060382,0.055805,0.047384,0.039552,0.034962,0.029312,0.018006,0.011530,0.017318,0.029395,0.041707,0.046469,0.047725,0.047946,0.046712,0.046136,0.041765,0.038808,0.041765,0.047793,0.058693,0.065333,0.056153,0.041765,0.036058,0.034962,0.041571,0.050111,0.053065,0.052636,0.050498,0.044143,0.033202,0.019929,0.010265,0.009269,0.015385,0.021608,0.027069,0.029724,0.030611,0.029034,0.024023,0.014848,0.001273,0.013772,0.024722,0.025781,0.018230,0.007745,0.010879,0.023684,0.033324,0.041571,0.044563,0.043084,0.043290,0.047538,0.048198,0.047264,0.049673,0.054986,0.060529,0.065544,0.068388,0.069237,0.067805,0.063929,0.064647,0.067193,0.062076,0.052759,0.048800,0.048316,0.047929,0.042706,0.034589,0.026859,0.021757,0.017318,0.014006,0.016601,0.016552,0.016601,0.015490,0.014235,0.013293,0.011739,0.012732,0.014235,0.016747,0.019141,0.021980,0.023059,0.023059,0.024192,0.028011,0.033202,0.037469,0.039879,0.035877,0.027069,0.020727,0.017734,0.020570,0.038303,0.057522,0.061129,0.056784,0.056555,0.054690,0.046154,0.037186,0.036460,0.044853,0.054749,0.057352,0.051073,0.041100,0.035400,0.042324,0.063215,0.080527,0.084313,0.072070,0.056841,0.048450,0.049933,0.052265,0.054139,0.051215,0.043365,0.039655,0.042324,0.048131,0.057012,0.067913,0.063215,0.045052,0.029833,0.020727,0.012732,0.006366,0.006857,0.011530,0.014006,0.015279,0.018006,0.023234,0.025015,0.023477,0.019268,0.012796,0.008541,0.008153,0.010804,0.015332,0.016206,0.016305,0.015954,0.010265,0.005694,0.008913,0.016987
0.042324,0.056941,0.073120,0.081218,0.075412,0.051263,0.020412,0.020727,0.041707,0.057296,0.064923,0.060382,0.041765,0.020999,0.016987,0.038303,0.055907,0.066757,0.068531,0.062893,0.043309,0.017734,0.002546,0.018539,0.029806,0.040263,0.047929,0.044709,0.038155,0.035945,0.040263,0.040203,0.035855,0.030584,0.025592,0.017734,0.014235,0.024722,0.037856,0.046347,0.050224,0.051326,0.050738,0.050030,0.046712,0.043309,0.041001,0.042554,0.046136,0.044709,0.036237,0.022236,0.009269,0.018096,0.029090,0.035945,0.038155,0.038155,0.035308,0.027953,0.021608,0.018539,0.022236,0.033324,0.046626,0.057578,0.064985,0.066037,0.062167,0.055514,0.047367,0.039552,0.033202,0.021682,0.010265,0.014235,0.028470,0.039655,0.044636,0.047127,0.050945,0.054214,0.050834,0.040624,0.031831,0.032858,0.040624,0.048400,0.050738,0.042496,0.032236,0.026249,0.026768,0.032135,0.036192,0.038724,0.036924,0.033324,0.027069,0.018363,0.007745,0.006492,0.015749,0.023408,0.025781,0.027924,0.027924,0.027069,0.023684,0.017688,0.006366,0.009181,0.022273,0.028271,0.020727,0.005250,0.014517,0.027338,0.036726,0.042782,0.045995,0.045052,0.043365,0.041317,0.041001,0.040464,0.043589,0.051073,0.061958,0.070719,0.072474,0.069049,0.066074,0.066074,0.063330,0.060328,0.056153,0.046136,0.037121,0.033421,0.030265,0.022236,0.012796,0.008153,0.009003,0.010499,0.008053,0.002847,0.003601,0.001801,0.001273,0.002546,0.002546,0.002847,0.005694,0.009003,0.010186,0.012540,0.018230,0.024590,0.025369,0.025015,0.025969,0.029724,0.034589,0.039491,0.043365,0.036013,0.020132,0.002847,0.014235,0.036460,0.061591,0.073120,0.068802,0.063048,0.057915,0.048484,0.036748,0.025369,0.021645,0.036946,0.053854,0.058914,0.054882,0.051073,0.038303,0.027426,0.044290,0.068861,0.082328,0.076986,0.060529,0.050993,0.046712,0.048047,0.050450,0.049722,0.045995,0.042401,0.043365,0.048750,0.060059,0.066660,0.053552,0.032135,0.020727,0.012732,0.003601,0.004591,0.012604,0.017130,0.021682,0.026125,0.031524,0.036013,0.036013,0.032611,0.024722,0.017082,0.011388,0.006366,0.004026,0.008913,0.014006,0.017318,0.017688,0.015332,0.015542,0.022273,0.029833
0.045642,0.059612,0.073815,0.080174,0.067590,0.037856,0.029395,0.047996,0.060059,0.066757,0.065445,0.050176,0.022236,0.012079,0.035468,0.054675,0.066172,0.067913,0.059856,0.044998,0.024325,0.010953,0.017688,0.028866,0.036035,0.042706,0.047538,0.044709,0.035468,0.032211,0.035216,0.034589,0.033129,0.031831,0.028127,0.022562,0.015542,0.018928,0.030371,0.038493,0.041317,0.039960,0.035877,0.033031,0.030822,0.030050,0.031933,0.038954,0.045995,0.044582,0.035673,0.020412,0.005093,0.018230,0.029806,0.035855,0.036237,0.035031,0.033421,0.029090,0.023477,0.018230,0.020999,0.031627,0.045016,0.055936,0.066221,0.069272,0.066465,0.060099,0.054034,0.046294,0.037121,0.026249,0.012012,0.010953,0.025592,0.038197,0.043365,0.045995,0.054986,0.062506,0.053491,0.033324,0.023059,0.028470,0.035216,0.038954,0.039470,0.037469,0.034283,0.031498,0.030664,0.030584,0.032059,0.029968,0.026586,0.024590,0.017082,0.006366,0.005694,0.012796,0.020132,0.025369,0.026979,0.026218,0.022954,0.020132,0.015954,0.010499,0.005250,0.017318,0.026218,0.026859,0.009944,0.014517,0.029034,0.038870,0.046294,0.049803,0.048400,0.046136,0.042401,0.037012,0.035377,0.036660,0.043551,0.056512,0.069796,0.074514,0.073683,0.068861,0.063636,0.062816,0.064030,0.056397,0.039614,0.022669,0.010953,0.006857,0.005402,0.014063,0.022562,0.027426,0.027924,0.022236,0.016105,0.011459,0.011739,0.012985,0.011739,0.010499,0.009697,0.009003,0.008053,0.007745,0.006857,0.009697,0.016552,0.023408,0.026979,0.026586,0.026979,0.029968,0.037274,0.043365,0.044582,0.035742,0.016105,0.012540,0.031627,0.058319,0.077709,0.079961,0.072115,0.063979,0.052636,0.039532,0.029312,0.020530,0.011739,0.028040,0.050063,0.060930,0.061591,0.057296,0.043589,0.026859,0.029395,0.050706,0.073374,0.078446,0.064923,0.051704,0.042496,0.041707,0.045016,0.046136,0.043365,0.040524,0.043253,0.050450,0.060395,0.059243,0.042706,0.026859,0.015332,0.002847,0.007203,0.020132,0.028612,0.034753,0.038870,0.042036,0.044853,0.045907,0.044143,0.039859,0.033055,0.026859,0.020530,0.012079,0.008053,0.013535,0.020883,0.028040,0.027009,0.026218,0.030184,0.038218,0.043904
0.050690,0.062194,0.068908,0.065247,0.049933,0.042801,0.054690,0.066208,0.070040,0.066404,0.054393,0.029395,0.013109,0.030769,0.052435,0.064434,0.065544,0.055849,0.041998,0.027009,0.020132,0.025497,0.031933,0.036416,0.037012,0.041061,0.044709,0.038954,0.029395,0.028127,0.031933,0.033129,0.031933,0.031933,0.032059,0.027808,0.018096,0.016601,0.024491,0.030822,0.032411,0.032411,0.027924,0.024722,0.026586,0.029395,0.034589,0.042952,0.048198,0.045446,0.035216,0.017318,0.004026,0.019099,0.029395,0.034472,0.035855,0.033494,0.032236,0.029968,0.022236,0.015332,0.015332,0.025112,0.038808,0.050546,0.061880,0.067805,0.067805,0.063573,0.057648,0.051969,0.041707,0.031084,0.017130,0.009181,0.021794,0.034472,0.041454,0.045446,0.052203,0.062816,0.060382,0.042382,0.030796,0.033421,0.037469,0.036215,0.036237,0.035945,0.034753,0.035308,0.036460,0.035945,0.035468,0.033831,0.029968,0.023234,0.013293,0.005694,0.004591,0.015490,0.021980,0.024491,0.026859,0.024325,0.019477,0.015490,0.010265,0.005694,0.013772,0.020727,0.026859,0.019393,0.008053,0.031084,0.040524,0.048131,0.053324,0.051326,0.048484,0.046972,0.040624,0.035673,0.033421,0.038218,0.048999,0.062194,0.072887,0.077322,0.074089,0.066465,0.059189,0.058983,0.063432,0.051499,0.021682,0.015279,0.031856,0.036924,0.041061,0.047946,0.050690,0.047946,0.037121,0.022918,0.010265,0.006857,0.007745,0.011530,0.014517,0.013713,0.010953,0.010265,0.010499,0.009003,0.009181,0.011739,0.013772,0.020530,0.025592,0.024722,0.027219,0.033202,0.038197,0.043309,0.043309,0.032236,0.015332,0.023684,0.047127,0.070305,0.082299,0.079197,0.068637,0.056727,0.043458,0.032059,0.028184,0.024023,0.012985,0.022562,0.043309,0.057803,0.066648,0.063713,0.049722,0.035855,0.028271,0.034636,0.058624,0.073120,0.068566,0.049656,0.038218,0.034165,0.038724,0.042782,0.041765,0.041571,0.045995,0.053187,0.057069,0.051562,0.037598,0.021906,0.005694,0.009181,0.024325,0.038197,0.044545,0.048400,0.050160,0.051247,0.051326,0.051326,0.050111,0.043514,0.037274,0.033324,0.028612,0.023408,0.019141,0.023684,0.032411,0.035216,0.033614,0.036035,0.043848,0.050111,0.054675
0.053537,0.057225,0.054437,0.043959,0.039552,0.054764,0.068908,0.072586,0.067877,0.054169,0.032636,0.013535,0.032735,0.049591,0.061814,0.062700,0.052497,0.037469,0.026979,0.026859,0.033202,0.041238,0.042687,0.040464,0.035400,0.034962,0.032735,0.029395,0.028726,0.030664,0.033104,0.034401,0.034401,0.033202,0.033324,0.029968,0.019393,0.012079,0.017688,0.026249,0.028612,0.027338,0.027426,0.027009,0.030584,0.036013,0.042324,0.047110,0.048734,0.044709,0.034283,0.016601,0.009181,0.021343,0.031214,0.036013,0.037274,0.034753,0.033202,0.030664,0.022954,0.014903,0.011388,0.016552,0.028810,0.042782,0.055470,0.063330,0.065544,0.065544,0.059856,0.054808,0.047384,0.034962,0.021682,0.007745,0.015332,0.028470,0.038303,0.044290,0.047996,0.055280,0.061129,0.055280,0.043811,0.042171,0.042706,0.038218,0.037792,0.039981,0.040764,0.039981,0.040764,0.042554,0.042036,0.042382,0.037598,0.029697,0.020132,0.009944,0.008153,0.014517,0.020372,0.022954,0.024325,0.025015,0.020132,0.013109,0.010953,0.012732,0.018363,0.021682,0.020132,0.006366,0.022954,0.044545,0.050546,0.054139,0.052989,0.049591,0.048982,0.047264,0.042152,0.038787,0.036726,0.044198,0.056153,0.065482,0.071890,0.075712,0.073683,0.064081,0.054393,0.054393,0.054986,0.041882,0.034753,0.059189,0.073683,0.075164,0.071585,0.070765,0.066514,0.054808,0.037856,0.023477,0.011530,0.004591,0.002546,0.007424,0.010265,0.013772,0.013109,0.012796,0.014517,0.019099,0.023684,0.027924,0.029395,0.026768,0.022669,0.024158,0.028726,0.034962,0.041454,0.042496,0.038218,0.025969,0.012796,0.031524,0.056541,0.077343,0.082328,0.073452,0.059856,0.047793,0.033903,0.026738,0.029615,0.029312,0.022562,0.022669,0.037077,0.053612,0.066221,0.067530,0.056023,0.043756,0.029062,0.024225,0.042706,0.062167,0.069014,0.054393,0.039223,0.033421,0.037813,0.043551,0.044345,0.047725,0.052249,0.056784,0.055103,0.044345,0.028271,0.012012,0.007424,0.025781,0.041454,0.049722,0.053718,0.054094,0.055849,0.057012,0.056383,0.056941,0.052497,0.045713,0.040764,0.037706,0.037121,0.033831,0.029285,0.032461,0.038974,0.039777,0.040263,0.044853,0.052636,0.058124,0.060368
0.049181,0.045713,0.038218,0.031524,0.042017,0.060863,0.070490,0.067241,0.054049,0.034589,0.016206,0.031005,0.049542,0.060969,0.060489,0.048400,0.033711,0.023922,0.026768,0.035742,0.045016,0.050450,0.047946,0.040464,0.031005,0.021608,0.020530,0.024722,0.030265,0.034753,0.035855,0.034401,0.033104,0.034401,0.035742,0.030796,0.019766,0.009944,0.012012,0.022273,0.029090,0.029034,0.029533,0.031856,0.034753,0.040203,0.046013,0.049148,0.049933,0.043977,0.032536,0.017130,0.013109,0.022776,0.032636,0.037077,0.037856,0.037856,0.036237,0.034636,0.029034,0.019141,0.009697,0.008053,0.019889,0.034283,0.048400,0.059230,0.062635,0.063815,0.062233,0.057648,0.051969,0.041707,0.027544,0.011739,0.009003,0.023477,0.033421,0.039491,0.041629,0.047264,0.054808,0.054393,0.048047,0.043904,0.044545,0.041317,0.037186,0.037012,0.040604,0.044125,0.045052,0.048617,0.049591,0.048131,0.045588,0.037984,0.027924,0.018363,0.010186,0.009697,0.016601,0.022562,0.023922,0.024023,0.024458,0.018928,0.014517,0.016987,0.018799,0.016206,0.010265,0.009003,0.036035,0.052435,0.055805,0.054927,0.050706,0.050224,0.050111,0.048999,0.045907,0.042687,0.043848,0.050546,0.057873,0.063979,0.072317,0.075240,0.072586,0.063368,0.053004,0.045907,0.033324,0.037447,0.068056,0.091150,0.092667,0.091682,0.087853,0.080305,0.068943,0.057691,0.047793,0.038661,0.020530,0.001801,0.009697,0.012604,0.010265,0.012604,0.016987,0.019268,0.024590,0.029312,0.033421,0.037012,0.038303,0.038724,0.035514,0.032536,0.034259,0.039960,0.042152,0.039058,0.032461,0.018230,0.013109,0.039326,0.064935,0.078177,0.076437,0.065544,0.051562,0.039777,0.029034,0.024325,0.030265,0.036482,0.034283,0.032211,0.038808,0.048734,0.060180,0.064985,0.058914,0.048450,0.034472,0.019807,0.027485,0.046972,0.065222,0.064270,0.051954,0.042190,0.042382,0.049526,0.054927,0.058583,0.059530,0.056727,0.048617,0.033324,0.015332,0.003601,0.023477,0.040764,0.053309,0.058527,0.057578,0.057522,0.058693,0.059353,0.061023,0.059353,0.053552,0.047725,0.043365,0.040764,0.041140,0.039491,0.036946,0.039960,0.043084,0.041765,0.045588,0.051954,0.057578,0.061142,0.064434
0.041238,0.034401,0.026249,0.034472,0.050369,0.061538,0.062194,0.051263,0.035742,0.024458,0.033494,0.048982,0.059394,0.059856,0.049542,0.031831,0.017734,0.022562,0.034377,0.045016,0.050961,0.049197,0.045907,0.034401,0.023059,0.010499,0.011530,0.019766,0.028470,0.034962,0.037274,0.038388,0.036946,0.035673,0.035673,0.031856,0.021794,0.010265,0.009181,0.020570,0.029034,0.032236,0.034377,0.035855,0.037469,0.042952,0.047946,0.051263,0.050369,0.044290,0.031907,0.017688,0.015954,0.024023,0.033104,0.037620,0.038155,0.039859,0.039306,0.037620,0.034776,0.026586,0.014063,0.005694,0.013535,0.029062,0.042801,0.053537,0.059243,0.062233,0.062893,0.061142,0.056555,0.047384,0.034962,0.019099,0.004026,0.016987,0.029395,0.037447,0.038661,0.039491,0.046154,0.050690,0.048982,0.044418,0.041571,0.038870,0.036035,0.033903,0.033421,0.036924,0.042401,0.048650,0.054927,0.055103,0.051389,0.046816,0.037856,0.027544,0.016552,0.006857,0.010499,0.017318,0.023477,0.026125,0.026125,0.022954,0.018230,0.016747,0.013713,0.008153,0.002847,0.022669,0.043904,0.056941,0.058749,0.055280,0.052249,0.050176,0.049591,0.048999,0.046712,0.047247,0.049181,0.054034,0.057648,0.065717,0.073595,0.075197,0.071755,0.060930,0.046154,0.027808,0.018230,0.051844,0.082761,0.087345,0.073297,0.075121,0.079105,0.071856,0.062011,0.061459,0.065333,0.052389,0.029724,0.020412,0.020530,0.017318,0.011530,0.015385,0.022954,0.025750,0.029395,0.034776,0.037447,0.036192,0.037121,0.040464,0.043959,0.043551,0.043290,0.043253,0.042554,0.037447,0.024491,0.008053,0.018928,0.046154,0.071404,0.079248,0.069470,0.056383,0.045553,0.038197,0.031084,0.028470,0.032236,0.038661,0.042706,0.042496,0.043904,0.043551,0.048800,0.054764,0.056727,0.053187,0.042324,0.025592,0.015385,0.027924,0.050498,0.064935,0.065630,0.056153,0.053203,0.059856,0.065877,0.063253,0.058069,0.048750,0.037012,0.018363,0.002546,0.020727,0.038808,0.052497,0.060649,0.062128,0.058859,0.058305,0.060930,0.062700,0.063368,0.060810,0.054971,0.049722,0.045016,0.042687,0.042801,0.042687,0.042017,0.041473,0.041061,0.043551,0.050706,0.059079,0.063662,0.066037,0.068566
0.036460,0.027249,0.029724,0.041998,0.054169,0.055805,0.045642,0.029285,0.025465,0.036946,0.051954,0.060930,0.059394,0.051326,0.034283,0.015332,0.015490,0.029968,0.041100,0.050030,0.048198,0.042324,0.037274,0.031318,0.021682,0.009944,0.005250,0.018006,0.028127,0.034589,0.038282,0.038282,0.038282,0.036946,0.035651,0.031856,0.022954,0.012079,0.006366,0.019766,0.029968,0.035855,0.038218,0.038535,0.040464,0.043234,0.049197,0.053187,0.049722,0.043904,0.031933,0.016305,0.014517,0.023922,0.030265,0.035308,0.037598,0.040444,0.041571,0.039859,0.038303,0.033055,0.021980,0.008053,0.009944,0.024491,0.038155,0.047861,0.054808,0.060059,0.062893,0.062893,0.060489,0.053065,0.041061,0.026859,0.009003,0.010499,0.025781,0.036237,0.038303,0.037121,0.042324,0.046695,0.047861,0.047861,0.043904,0.040624,0.036726,0.032611,0.031524,0.032461,0.036416,0.044345,0.053126,0.057648,0.055820,0.052249,0.046955,0.038197,0.026249,0.013535,0.002546,0.014517,0.022669,0.027249,0.028040,0.025781,0.018928,0.014063,0.007745,0.003820,0.014517,0.031831,0.049131,0.059230,0.061499,0.057915,0.053126,0.048916,0.047674,0.047264,0.046347,0.049148,0.051562,0.055280,0.057733,0.066221,0.073826,0.075990,0.069237,0.051969,0.031005,0.009944,0.037447,0.064081,0.074991,0.062906,0.047844,0.048982,0.049803,0.047538,0.048131,0.057069,0.069657,0.063215,0.039223,0.028271,0.020530,0.010499,0.008153,0.019141,0.026738,0.029312,0.033494,0.037706,0.037447,0.033639,0.032461,0.036460,0.041100,0.046013,0.045907,0.044545,0.043365,0.034401,0.014848,0.007424,0.029034,0.054675,0.076405,0.075712,0.060529,0.047946,0.043904,0.041707,0.036192,0.036748,0.040823,0.042706,0.044727,0.046277,0.045499,0.038870,0.037121,0.043458,0.050063,0.053446,0.048198,0.033974,0.016601,0.014235,0.030611,0.049526,0.062089,0.064283,0.061459,0.066404,0.066221,0.058069,0.047367,0.035400,0.019889,0.004591,0.021191,0.037856,0.051326,0.061248,0.066842,0.064923,0.059530,0.060099,0.062233,0.063228,0.063368,0.060005,0.056727,0.053491,0.050961,0.049526,0.047110,0.047247,0.044636,0.040464,0.040444,0.048131,0.058583,0.067012,0.070305,0.070627,0.070317
0.035400,0.031933,0.037121,0.046816,0.048982,0.041001,0.025750,0.018096,0.033129,0.051263,0.062893,0.064384,0.056397,0.039326,0.018928,0.008053,0.024491,0.038724,0.046154,0.049148,0.044853,0.035673,0.029090,0.029724,0.026859,0.014848,0.001801,0.015332,0.026768,0.034401,0.038218,0.038218,0.038218,0.038218,0.038218,0.033202,0.024491,0.014235,0.008541,0.019929,0.030611,0.039798,0.043309,0.043458,0.042952,0.043234,0.048484,0.053187,0.051938,0.044472,0.029806,0.009944,0.010879,0.020727,0.026249,0.029395,0.033614,0.037620,0.041001,0.042324,0.042324,0.036460,0.025750,0.014063,0.006492,0.020132,0.033202,0.042801,0.050882,0.056555,0.061142,0.063330,0.061499,0.056941,0.046154,0.031933,0.015749,0.004026,0.022273,0.034165,0.039960,0.040444,0.041707,0.047367,0.049444,0.050176,0.048916,0.045995,0.043253,0.038724,0.035400,0.035377,0.036482,0.041001,0.047725,0.053309,0.053187,0.050450,0.047725,0.043215,0.035216,0.024023,0.011530,0.010265,0.019393,0.026494,0.029034,0.028271,0.022273,0.012732,0.009003,0.012079,0.023374,0.040624,0.053324,0.060368,0.063228,0.059856,0.053491,0.046851,0.046347,0.045213,0.044998,0.045160,0.049656,0.052435,0.056282,0.065047,0.073826,0.073595,0.060743,0.033202,0.008053,0.029062,0.054986,0.069330,0.064848,0.050930,0.040444,0.032461,0.025781,0.026249,0.033031,0.044709,0.057985,0.056383,0.037186,0.018928,0.009944,0.005694,0.012732,0.020132,0.025497,0.030584,0.034377,0.038197,0.039491,0.036215,0.033614,0.032461,0.034962,0.038787,0.040684,0.040444,0.037447,0.022776,0.011739,0.025080,0.043811,0.064647,0.072920,0.058983,0.046119,0.049722,0.053612,0.046469,0.037792,0.037598,0.042036,0.047725,0.047264,0.046119,0.041707,0.035855,0.030050,0.031447,0.040744,0.048982,0.047572,0.039491,0.028726,0.017318,0.018539,0.031831,0.044727,0.056153,0.060930,0.064346,0.059679,0.048734,0.034283,0.021076,0.004026,0.019435,0.038197,0.051515,0.062180,0.067530,0.066648,0.061327,0.057648,0.059530,0.059079,0.060489,0.059856,0.058790,0.059243,0.056153,0.056210,0.055162,0.052759,0.050030,0.046277,0.043458,0.046154,0.058319,0.068519,0.074862,0.075637,0.073826,0.071404
0.038197,0.036215,0.040464,0.041629,0.035308,0.022954,0.011739,0.026859,0.046347,0.061604,0.067662,0.063368,0.047844,0.026768,0.005093,0.018006,0.035124,0.043551,0.048484,0.045907,0.043309,0.035468,0.030664,0.031447,0.029090,0.020570,0.002847,0.015332,0.025497,0.034472,0.038218,0.038218,0.038197,0.039491,0.039552,0.034472,0.027485,0.017688,0.010265,0.021906,0.035031,0.044198,0.047384,0.048383,0.046277,0.046013,0.050369,0.052820,0.049444,0.042952,0.025969,0.003820,0.012079,0.019766,0.023234,0.024225,0.027219,0.033055,0.038661,0.043234,0.043959,0.039981,0.030664,0.017871,0.007424,0.016305,0.029312,0.038218,0.045642,0.052435,0.057522,0.062700,0.063368,0.057985,0.050369,0.038954,0.022918,0.008153,0.017130,0.031831,0.039223,0.042554,0.043215,0.049526,0.054139,0.054049,0.054049,0.054139,0.050546,0.045588,0.041061,0.041001,0.039326,0.041571,0.045339,0.047674,0.046294,0.043458,0.041317,0.040624,0.039326,0.032211,0.022954,0.013535,0.015490,0.021191,0.026249,0.026125,0.025273,0.019477,0.017082,0.020132,0.033639,0.050882,0.057915,0.059394,0.062076,0.060930,0.050882,0.044345,0.043215,0.040764,0.038870,0.038218,0.043904,0.048047,0.055280,0.063125,0.066818,0.063865,0.041882,0.009697,0.025781,0.049722,0.066648,0.069330,0.058583,0.044853,0.032636,0.018230,0.020132,0.025497,0.030796,0.041061,0.051073,0.048400,0.033104,0.020727,0.014903,0.014517,0.017318,0.018006,0.020570,0.028127,0.034377,0.038197,0.042017,0.042094,0.037469,0.032211,0.029697,0.028810,0.028612,0.025465,0.018006,0.001801,0.025080,0.045016,0.057578,0.063573,0.054690,0.035742,0.035945,0.053537,0.065729,0.062089,0.048534,0.038197,0.033831,0.043365,0.047384,0.045837,0.035742,0.029533,0.026979,0.025273,0.031214,0.039552,0.042324,0.041882,0.037447,0.027009,0.018928,0.021191,0.030265,0.043756,0.053172,0.055805,0.049591,0.037620,0.023786,0.013293,0.016747,0.034753,0.048734,0.058319,0.065222,0.062441,0.057873,0.052713,0.052989,0.054497,0.054049,0.054288,0.053718,0.056512,0.054214,0.054986,0.056841,0.056037,0.055587,0.051954,0.047725,0.051184,0.061709,0.072070,0.077949,0.079412,0.077165,0.072753,0.067913
